Feature,CSM5MCX3,HSM7J4HS,PSM7J1AU,HSM6XRTM,MSM6J2LL,MSM6J2Q3,CSM67UBH,ESM5MEBG
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Orbales;f_Orbaceae;g_Gilliamella;s_Unclassified Gilliamella,0,0,0,0,0,0,28,0
k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Unclassified Bacillales;g_Unclassified Bacillales;s_Unclassified Bacillales,616,6,0,110,24,0,0,10
k_Viruses;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae;g_Human gut gokushovirus (no genus in NCBI);s_Human gut gokushovirus,0,0,0,34,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Alcaligenaceae;g_Pusillimonas;s_Unclassified Pusillimonas,0,0,0,0,0,0,22,0
k_Bacteria;p_Firmicutes;c_Negativicutes;o_Acidaminococcales;f_Acidaminococcaceae;g_Acidaminococcus;s_Acidaminococcus intestini,0,0,0,0,0,0,430,0
k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Unclassified Flavobacteriales;g_Unclassified Flavobacteriales;s_Unclassified Flavobacteriales,60,0,0,0,0,10,0,0
k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Sutterellaceae;g_Sutterella;s_Sutterella wadsworthensis,41,0,0,0,0,40,318,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Dorea;s_Dorea longicatena,3857,82081,59,6114,100,99,1085,148
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiales Family XIII. Incertae Sedis;g_Clostridiales Family XIII bacterium (no genus in NCBI);s_Clostridiales Family XIII bacterium,0,0,0,0,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Sutterellaceae;g_Sutterella;s_Sutterella seckii,0,38,10,95,0,0,48,0
k_Eukaryota;p_Chordata;c_Bovidae (no class in NCBI);o_Bovidae (no order in NCBI);f_Bovidae;g_Unclassified Bovidae;s_Unclassified Bovidae,0,0,0,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Odoribacteraceae;g_Butyricimonas;s_Unclassified Butyricimonas,1963,6,0,2,0,9,0,0
k_Eukaryota;p_Oomycota (no phylum in NCBI);c_Oomycota;o_Saprolegniales;f_Saprolegniaceae;g_Unclassified Saprolegniaceae;s_Unclassified Saprolegniaceae,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Lacticaseibacillus;s_Unclassified Lacticaseibacillus,482,8,6,52,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp. AF50-3,4,70,2,6,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Coprococcus;s_Coprococcus catus,102,2765,0,202,0,0,0,10
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptostreptococcaceae;g_Peptacetobacter;s_Unclassified Peptacetobacter,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus;s_Enterococcus faecium,0,0,0,0,0,4,0,8
k_Eukaryota;p_Chordata;c_Xenopus (no class in NCBI);o_Xenopus (no order in NCBI);f_Xenopus (no family in NCBI);g_Xenopus;s_Xenopus laevis,0,0,0,0,0,0,0,0
k_Viruses;p_Kitrinoviricota;c_Alsuviricetes;o_Martellivirales;f_Endornaviridae;g_Alphaendornavirus;s_Oryza sativa alphaendornavirus,0,0,0,0,22,0,6,0
k_Bacteria;p_Actinobacteria;c_Coriobacteriia;o_Eggerthellales;f_Eggerthellaceae;g_Eggerthella;s_Unclassified Eggerthella,6,6,14,18,833,58,0,2
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides sp. An277,44,0,0,0,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Salmonella;s_Salmonella enterica,42,28,50,0,553,24,4,70
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Phocaeicola (no family in NCBI);g_Phocaeicola;s_Unclassified Phocaeicola,369773,544510,124876,712606,478,115290,291546,411334
k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Companilactobacillus;s_Unclassified Companilactobacillus,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. AF14-40,0,0,0,32,10,2,0,0
k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Limosilactobacillus;s_Unclassified Limosilactobacillus,30,0,0,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella;s_Prevotella hominis,0,0,0,0,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Unclassified Burkholderiaceae;s_Unclassified Burkholderiaceae,0,0,0,0,0,0,72,0
k_Bacteria;p_Actinobacteria;c_Coriobacteriia;o_Unclassified Coriobacteriia;f_Unclassified Coriobacteriia;g_Unclassified Coriobacteriia;s_Unclassified Coriobacteriia,10,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Lactobacillus;s_Lactobacillus crispatus,0,0,0,0,0,0,0,0
k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Bifidobacteriales;f_Bifidobacteriaceae;g_Bifidobacterium;s_Bifidobacterium dentium,0,58,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Eubacteriaceae;g_Acetobacterium;s_Unclassified Acetobacterium,0,0,0,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides sp. AR20,0,0,0,0,0,0,120,10
k_Bacteria;p_Firmicutes;c_Clostridia;o_Candidatus Borkfalkiales;f_Candidatus Borkfalkiaceae;g_Candidatus Borkfalkia;s_Unclassified Candidatus Borkfalkia,0,0,0,0,0,0,0,0
k_Eukaryota;p_Chordata;c_Passeriformes (no class in NCBI);o_Passeriformes;f_Tyrannidae;g_Pachyramphus;s_Pachyramphus minor,0,0,0,0,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Trabulsiella;s_Unclassified Trabulsiella,0,0,0,0,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Sutterellaceae;g_Sutterella;s_Sutterella sp. KLE1602,422,0,0,0,0,0,29,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptostreptococcaceae;g_Terrisporobacter;s_Unclassified Terrisporobacter,0,0,0,10,17,79,66,24
k_Eukaryota;p_Ascomycota;c_Saccharomycetes;o_Saccharomycetales;f_Saccharomycetaceae;g_Saccharomyces;s_Saccharomyces eubayanus,0,0,0,0,0,0,0,2
k_Bacteria;p_Firmicutes;c_Negativicutes;o_Veillonellales;f_Veillonellaceae;g_Dialister;s_Dialister sp.,0,0,0,48,0,0,258,42
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Enterocloster;s_Enterocloster asparagiformis,0,4,0,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Rikenellaceae;g_Alistipes;s_Alistipes provencensis,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiales Family XIII. Incertae Sedis;g_Aminipila;s_Unclassified Aminipila,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptococcaceae;g_Unclassified Peptococcaceae;s_Unclassified Peptococcaceae,20,0,0,0,0,0,0,0
k_Viruses;p_Uroviricota;c_Caudoviricetes;o_Caudovirales;f_Podoviridae;g_Unclassified Podoviridae;s_Unclassified Podoviridae,0,0,0,481,0,6,2,0
k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Oxalobacteraceae;g_Oxalobacter;s_Oxalobacter sp.,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Subdoligranulum;s_Subdoligranulum sp. APC924/74,15,12,52,61,2,8,0,4429
k_Bacteria;p_Firmicutes;c_Negativicutes;o_Veillonellales;f_Veillonellaceae;g_Veillonella;s_Veillonella ratti,0,12,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Cellulosilyticum;s_Unclassified Cellulosilyticum,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Pseudoflavonifractor;s_Pseudoflavonifractor sp. An184,2,4,0,0,10573,270,0,4
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella;s_Prevotella copri,885,8,2,237,4,45,51109,567
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptostreptococcaceae;g_Paraclostridium;s_Unclassified Paraclostridium,0,0,0,16,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides sp. OF03-11BH,8,0,0,1,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Neglecta;s_Unclassified Neglecta,6,0,0,16,0,8,0,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Rosales;f_Rosaceae;g_Malus;s_Malus domestica,0,0,0,12,0,4,0,0
k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodospirillales;f_Unclassified Rhodospirillales;g_Unclassified Rhodospirillales;s_Unclassified Rhodospirillales,74,0,0,0,0,0,24,0
k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Micrococcales;f_Unclassified Micrococcales;g_Unclassified Micrococcales;s_Unclassified Micrococcales,50,0,0,960,16,0,260,0
k_Bacteria;p_Firmicutes;c_Erysipelotrichia;o_Erysipelotrichales;f_Erysipelotrichaceae;g_Amedibacillus;s_Amedibacillus dolichus,8,0,0,0,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Alteromonadales;f_Unclassified Alteromonadales;g_Unclassified Alteromonadales;s_Unclassified Alteromonadales,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Faecalibacterium;s_Faecalibacterium sp. BIOML-A1,0,0,0,0,82,2,2,23533
k_Bacteria;p_Firmicutes;c_Negativicutes;o_Acidaminococcales;f_Acidaminococcaceae;g_Phascolarctobacterium;s_Phascolarctobacterium faecium,8,0,0,0,0,410,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Lachnotalea;s_Lachnotalea glycerini,20,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Lacrimispora;s_Lacrimispora amygdalina,0,40,4,0,0,39,0,4
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Marinilabiliales;f_Marinifilaceae;g_Marinifilum;s_Unclassified Marinifilum,0,0,0,0,0,0,0,0
k_Archaea;p_Euryarchaeota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Unclassified Methanomassiliicoccales;g_Unclassified Methanomassiliicoccales;s_Unclassified Methanomassiliicoccales,0,0,0,0,0,0,0,0
k_Viruses;p_Kitrinoviricota;c_Alsuviricetes;o_Martellivirales;f_Bromoviridae;g_Ilarvirus;s_Blueberry shock virus,0,0,0,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides sp. 51,0,0,0,0,0,8,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiales bacterium 42_27 (no family in NCBI);g_Clostridiales bacterium 42_27 (no genus in NCBI);s_Clostridiales bacterium 42_27,12,0,0,76,0,0,0,0
k_Viruses;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae;g_Unclassified Microviridae;s_Unclassified Microviridae,12,0,0,196,0,0,0,0
k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Lactobacillus;s_Lactobacillus amylovorus,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. N6H1-15,0,12,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Lachnoclostridium;s_Lachnoclostridium sp. An131,2,0,0,2,0,0,0,0
k_Viruses;p_Uroviricota;c_Caudoviricetes;o_Caudovirales;f_Siphoviridae;g_Unclassified Siphoviridae;s_Unclassified Siphoviridae,116,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Christensenellaceae;g_Unclassified Christensenellaceae;s_Unclassified Christensenellaceae,0,10,0,0,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Erwiniaceae;g_Unclassified Erwiniaceae;s_Unclassified Erwiniaceae,0,8,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Candidatus Neoanaerotignum (no order in NCBI);f_Candidatus Neoanaerotignum (no family in NCBI);g_Candidatus Neoanaerotignum;s_Unclassified Candidatus Neoanaerotignum,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Lachnotalea;s_Unclassified Lachnotalea,0,0,126,0,0,92,0,0
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Unclassified Enterobacteriaceae;s_Unclassified Enterobacteriaceae,730,389,305,0,3359,498,105,617
k_Bacteria;p_Firmicutes;c_Erysipelotrichia;o_Erysipelotrichales;f_Erysipelotrichaceae;g_Erysipelotrichaceae bacterium (no genus in NCBI);s_Erysipelotrichaceae bacterium,22,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Anaerofilum;s_Anaerofilum sp. An201,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Ruminococcus;s_Ruminococcus sp. AF25-28AC,0,30,0,0,0,0,0,0
k_Viruses;p_Kitrinoviricota;c_Alsuviricetes;o_Martellivirales;f_Virgaviridae;g_Tobamovirus;s_Tomato mottle mosaic virus,0,0,0,0,0,0,0,0
k_Bacteria;p_Tenericutes;c_Mollicutes;o_Mycoplasmatales;f_Unclassified Mycoplasmatales;g_Unclassified Mycoplasmatales;s_Unclassified Mycoplasmatales,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Ruminococcaceae bacterium cv2 (no genus in NCBI);s_Ruminococcaceae bacterium cv2,0,0,0,0,0,0,0,0
k_Eukaryota;p_Chordata;c_Bovidae (no class in NCBI);o_Bovidae (no order in NCBI);f_Bovidae;g_Capra;s_Unclassified Capra,0,0,0,0,0,0,0,0
k_Bacteria;p_Actinobacteria;c_Coriobacteriia;o_Coriobacteriales;f_Atopobiaceae;g_Olsenella;s_Olsenella umbonata,0,0,0,0,0,0,0,0
k_Bacteria;p_Actinobacteria;c_Coriobacteriia;o_Eggerthellales;f_Unclassified Eggerthellales;g_Unclassified Eggerthellales;s_Unclassified Eggerthellales,0,0,0,0,10,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiales Family XIII. Incertae Sedis;g_Emergencia;s_Emergencia timonensis,0,0,0,0,0,196,0,0
k_Bacteria;p_Firmicutes;c_Negativicutes;o_Veillonellales;f_Unclassified Veillonellales;g_Unclassified Veillonellales;s_Unclassified Veillonellales,0,0,0,0,0,0,6,0
k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Rhodocyclales;f_Zoogloeaceae;g_Unclassified Zoogloeaceae;s_Unclassified Zoogloeaceae,0,0,0,0,0,52,0,0
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Yersiniaceae;g_Unclassified Yersiniaceae;s_Unclassified Yersiniaceae,0,0,0,0,0,0,430,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Myrtales;f_Lythraceae;g_Lawsonia;s_Unclassified Lawsonia,0,0,0,0,0,0,0,6
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. AF17-9LB,14,72,2,2,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerostipes;s_Unclassified Anaerostipes,1852,2909,14,2439,0,80,24,38
k_Viruses;p_Kitrinoviricota;c_Alsuviricetes;o_Martellivirales;f_Endornaviridae;g_Alphaendornavirus;s_Phaseolus vulgaris alphaendornavirus 1,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Hungatella;s_Hungatella effluvii,0,0,0,0,0,0,0,0
k_Bacteria;p_Tenericutes;c_Mollicutes;o_Mycoplasmatales;f_Mycoplasmataceae;g_Mycoplasma;s_Unclassified Mycoplasma,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp. C105KSO13,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Oribacterium;s_Unclassified Oribacterium,29,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp. SS2/1,214,208,0,280,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Unclassified Clostridia;f_Unclassified Clostridia;g_Unclassified Clostridia;s_Unclassified Clostridia,1939,1412,232,1410,349,315,2017,2803
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides sp. HPS0048,0,0,0,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides sp. AM51-7,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Subdoligranulum;s_Unclassified Subdoligranulum,2496,22,1501,4197,4,26,2,10887
k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Streptococcus;s_Unclassified Streptococcus,42,337,2,587,8,2,4,6
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptostreptococcaceae;g_Terrisporobacter;s_Terrisporobacter glycolicus,0,0,0,0,0,0,0,8
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Phocaeicola (no family in NCBI);g_Phocaeicola;s_Phocaeicola coprocola,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp. AM32-2,0,22,4,2,0,0,0,0
k_Bacteria;p_Firmicutes;c_Negativicutes;o_Veillonellales;f_Veillonellaceae;g_Veillonella;s_Unclassified Veillonella,3,6442,6,206,6,0,0,168
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Geraniales;f_Geraniaceae;g_Geranium;s_Unclassified Geranium,0,0,0,0,67,0,4,0
k_Viruses;p_Lenarviricota;c_Amabiliviricetes;o_Wolframvirales;f_Narnaviridae;g_Narnavirus;s_Saccharomyces 23S RNA narnavirus,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Lactobacillus;s_Unclassified Lactobacillus,10,36,0,10,0,12,0,0
k_Viruses;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae;g_Gokushovirus WZ-2015a (no genus in NCBI);s_Gokushovirus WZ-2015a,0,0,0,54,0,0,0,0
k_Bacteria;p_Fibrobacteres;c_Fibrobacteria;o_Fibrobacterales;f_Fibrobacteraceae;g_Fibrobacter;s_Unclassified Fibrobacter,0,0,0,0,0,0,0,6
k_Bacteria;p_Firmicutes;c_Clostridia;o_Candidatus Paralachnospira (no order in NCBI);f_Candidatus Paralachnospira (no family in NCBI);g_Candidatus Paralachnospira;s_Unclassified Candidatus Paralachnospira,52,0,0,0,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pasteurellales;f_Pasteurellaceae;g_Aggregatibacter;s_Unclassified Aggregatibacter,0,0,0,12,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Oscillospiraceae;g_Dysosmobacter;s_Dysosmobacter sp. BX15,334,0,0,171,0,20,0,485
k_Bacteria;p_Firmicutes;c_Negativicutes;o_Acidaminococcales;f_Acidaminococcaceae;g_Unclassified Acidaminococcaceae;s_Unclassified Acidaminococcaceae,858,0,4,2021,0,208,18,0
k_Eukaryota;p_Chordata;c_Odontophoridae (no class in NCBI);o_Odontophoridae (no order in NCBI);f_Odontophoridae;g_Unclassified Odontophoridae;s_Unclassified Odontophoridae,0,0,0,0,38,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotellamassilia;s_Unclassified Prevotellamassilia,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Staphylococcaceae;g_Staphylococcus;s_Unclassified Staphylococcus,0,0,0,0,0,0,0,12
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. KLE 1732,18,72,4,72,0,0,0,24
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Thermobrachium;s_Unclassified Thermobrachium,0,0,0,0,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Unclassified Rhizobiales;g_Unclassified Rhizobiales;s_Unclassified Rhizobiales,82,2,182,1263,0,40,50,8
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp. FS41,0,0,0,0,0,0,0,0
k_Bacteria;p_Actinobacteria;c_Coriobacteriia;o_Eggerthellales;f_Eggerthellaceae;g_Unclassified Eggerthellaceae;s_Unclassified Eggerthellaceae,60,32,58,64,423,66,0,12
k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Bifidobacteriales;f_Bifidobacteriaceae;g_Bifidobacterium;s_Unclassified Bifidobacterium,82,6870,100,4274,370,4,96,554
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Eubacteriaceae;g_Eubacterium;s_Eubacterium sp. 14-2,0,12,0,0,0,0,0,0
